address,floor_area,agent_name,baths,beds,price
"12 St John's Road, Sandymount, Dublin 4",251 m²,,4 Bath,4 Bed,"€2,150,000 "
"Apartment 33, Brookfield Court, Kimmage, Dublin 12",,,1 Bath,2 Bed,"€310,000 "
"28 Sullivan Street, Stoneybatter, Dublin 7",60 m²,,1 Bath,2 Bed,"€345,000 "
"22 St. Andrews Park, Swords, Co. Dublin",115 m²,,4 Bath,4 Bed,"€475,000 "
"141 Cianlea, Rathbeale Road, Swords, Co. Dublin",83 m²,,1 Bath,3 Bed,"€350,000 "
"60 Dodder Park Road, Rathfarnham, Dublin 14",121 m²,,2 Bath,3 Bed,"€675,000 "
"76 Melvin Road, Terenure, Dublin 6W",77 m²,,2 Bath,3 Bed,"€525,000 "
"23 Oldbridge Park, Lucan, Co. Dublin",101 m²,,3 Bath,3 Bed,"€349,000 "
"8 Galtrim Grange, Malahide, Co. Dublin",94 m²,,2 Bath,3 Bed,"€500,000 "
"27 Windmill Avenue, Crumlin, Dublin 12",105 m²,,2 Bath,3 Bed,"€325,000 "
"Meer, Church Road, Killiney, Co. Dublin",269 m²,,3 Bath,4 Bed,"€1,299,950 "
"23 Prospect Avenue, Glasnevin, D09F210, Dublin 9",75 m²,,2 Bath,2 Bed,"€295,000 "
"1 Bayswater Terrace, Breffni Road, Sandycove, Co. Dublin",370 m²,,4 Bath,4 Bed,"€2,500,000 "
"26B Virginia Drive, Finglas South, Finglas, Dublin 11",,,2 Bath,3 Bed,"€249,950 "
"Apartment 7, Fairhaven, Malahide, Co. Dublin",44 m²,,1 Bath,1 Bed,"€295,000 "
"57 Clanranald Road, Donnycarney, Dublin 5",65 m²,,1 Bath,2 Bed,"€410,000 "
"51 Bremore Pastures Crescent, Balbriggan, Co. Dublin",100 m²,,2 Bath,3 Bed,"€225,000 "
"136 Bushy Park House, Terenure, Dublin 6W",78 m²,,2 Bath,2 Bed,"€500,000 "
"2 Clonfert Road, Kimmage, Dublin 12",74 m²,,1 Bath,3 Bed,"€349,950 "
"Apartment 1, Block A, The Tramyard, Dublin 8",,,1 Bath,2 Bed,"€225,000 "
"67 Oldtown Avenue, Santry, Santry, Dublin 9",95 m²,,1 Bath,4 Bed,"€380,000 "
"2 New Road, Ballalease West, Donabate, Co. Dublin",72 m²,,1 Bath,3 Bed,"€385,000 "
"3 The Orchards, Military Road, Killiney, Co. Dublin",115 m²,,3 Bath,3 Bed,"€775,000 "
"Apartment 62, Burnell Square, Mayne River Avenue, Malahide Road, Northern Cross",55 m²,,1 Bath,1 Bed,"€230,000 "
"94 Stillorgan Wood, Stillorgan, Co. Dublin",142 m²,,3 Bath,4 Bed,"€775,000 "
"96 Beech Grove Cottages, Bray Road, Loughlinstown, Co. Dublin",748.73 ac,,2 Bath,4 Bed,"€495,000 "
"144 Annamoe Drive, Cabra, Dublin 7",,,2 Bath,2 Bed,"€399,950 "
"45 St Mary's Road, East Wall, Dublin 3",103 m²,,1 Bath,2 Bed,"€389,950 "
"38 John Street South, The Liberties, Dublin 8",76 m²,,1 Bath,2 Bed,"€260,000 "
"51 Newbury Wood, Clonshaugh, Dublin 17",78 m²,,2 Bath,2 Bed,"€249,000 "
"87 Ballyedmonduff Cottages, Ballyedmonduff Road, Stepaside, Dublin 18",62 m²,,1 Bath,2 Bed,"€650,000 "
"Apartment 29, Torquay, Castle Court, Kilgobbin Wood, Sandyford, Dublin 18",65 m²,,2 Bath,2 Bed,"€325,000 "
"42 Forest Walk, Rivervalley, Swords, Co. Dublin",87 m²,,1 Bath,3 Bed,"€400,000 "
"Ketu, Breffni Gate, 25 Church Road, Dalkey, Co. Dublin",104 m²,,1 Bath,2 Bed,"€695,000 "
"23 Boltan Green, Knocksedan, Swords, Co. Dublin",162 m²,,3 Bath,4 Bed,"€695,000 "
"9 Moore's Cottages, Annaville Avenue, Blackrock, Co. Dublin",92 m²,,2 Bath,3 Bed,"€565,000 "
"10 Northumberland Road, Ballsbridge, Dublin 4",283 m²,,,4 Bed,"€1,900,000 "
"Milroy Cottage, Rockfort Avenue, Dalkey, Co. Dublin",240 m²,,4 Bath,4 Bed,"€2,200,000 "
"111 & 113 Lower Main Street, Rush, Co. Dublin",193 m²,,2 Bath,6 Bed,"€680,000 "
"Violet Hill, Windgate Road, Howth, Dublin 13",415 m²,,3 Bath,4 Bed,"€4,500,000 "
"16 Saint Mary's Road North, East Wall, Dublin 3",,,1 Bath,2 Bed,"€249,000 "
"77 Leinster Road, Rathmines, Rathmines, Dublin 6",372 m²,,5 Bath,7 Bed,"€2,600,000 "
"75 Claremont Court, Glasnevin, Dublin 11",132 m²,,2 Bath,4 Bed,"€620,000 "
"1 Avondale Avenue, Phibsborough, D07KC8D, Dublin 7",93 m²,,2 Bath,3 Bed,"€395,000 "
"Florence Villas, Florence Villas, 26 Botanic Avenue., D09VK02, Dublin 7",135 m²,,2 Bath,3 Bed,"€599,000 "
"Rosebank Lodge, Ballyboden Road, Ballyboden, Dublin 14",214 m²,,3 Bath,6 Bed,"€1,050,000 "
"Gainsboro, 74 Merrion Road, Ballsbridge, Dublin 4",417 m²,,9 Bath,10 Bed,"€2,495,000 "
"1 Kempton View, Navan Road, Navan Road (D7), Dublin 7",163 m²,,5 Bath,3 Bed,"€745,000 "
"Ebani Lower Glenageary Road Glenageary, Glenageary, Co. Dublin",236 m²,,3 Bath,4 Bed,"€1,795,000 "
"Cliffside Ardbrugh Road Dalkey, Dalkey, Co. Dublin",209 m²,,3 Bath,4 Bed,"€2,000,000 "
"2 Leukos Road, Ringsend, Dublin 4",119 m²,,3 Bath,3 Bed,"€495,000 "
"Apt, Apt, 11 Brook House, Corrig Avenue, Dun Laoghaire, Co. Dublin",89 m²,,2 Bath,2 Bed,"€695,000 "
"68 Grand Canal Wharf, Ringsend, Dublin 4",99 m²,,2 Bath,3 Bed,"€595,000 "
"Weatheroak, 46 Killiney Road, Killiney, Co. Dublin",190 m²,,1 Bath,4 Bed,"€1,400,000 "
"Apt 30, The Moyle, Prospect Hill, Finglas Road, D11PO32, Finglas, Dublin 11",70 m²,,2 Bath,2 Bed,"€245,000 "
"Meadowbrook, Killeen, Oldtown, Co. Dublin",139 m²,,2 Bath,4 Bed,"€795,000 "
"20 Hastings Street, Ringsend, Ringsend, Dublin 4",57 m²,,1 Bath,3 Bed,"€400,000 "
"Apartment 201, The Distillery Building, Distillery Road, Drumcondra, Dublin 3",79 m²,,2 Bath,2 Bed,"€325,000 "
"The Castle, Claremont Road, Foxrock, Dublin 18",418 m²,,5 Bath,5 Bed,"€3,500,000 "
"11 Dodder Lawn, Dodder Valley Park, Firhouse, Dublin 24",98 m²,,2 Bath,3 Bed,"€445,000 "
"197 Beauvale Park, Artane, Artane, Dublin 5",96 m²,,2 Bath,4 Bed,"€475,000 "
"110 Ballygall Road East, Glasnevin, Dublin 11",,,1 Bath,3 Bed,"€360,000 "
"9 Elm Park, Nutley Lane, Dublin 4, Co. Dublin",205 m²,,3 Bath,4 Bed,"€1,350,000 "
"2 Elmwood, Clonsilla, Hartstown, Dublin 15",91 m²,,2 Bath,3 Bed,"€315,000 "
"6 Josephine Avenue, Off North Circular Road, Phibsboro, Phibsborough, Dublin 7",86 m²,,1 Bath,2 Bed,"€450,000 "
"21 Northway Estate, Finglas, Dublin 11",0.25 ac,,,,"€149,999 "
"5 Beeches Park, Off Station Road, Glenageary, Co. Dublin",141 m²,,2 Bath,4 Bed,"€975,000 "
"20 Castlegate Green, Lucan, Co. Dublin",89 m²,,3 Bath,3 Bed,"€360,000 "
"60 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18",67 m²,,2 Bath,2 Bed,"€305,000 "
"16 Harbour View, Balbriggan, Co. Dublin",57 m²,,1 Bath,2 Bed,"€210,000 "
"46 Wyckham Place, Wyckham Way, Dundrum, Dublin 16",83 m²,,2 Bath,2 Bed,"€465,000 "
"92A Dorset Street Lower, Dublin 1",98 m²,,2 Bath,4 Bed,"€450,000 "
"8 Ballymount Cottages, Turnpike Road, Ballymount, Dublin 12",,,1 Bath,3 Bed,"€549,950 "
"25 Aikenhead Terrace, Stella Gardens, Irishtown, Dublin 4",65 m²,,1 Bath,2 Bed,"€495,000 "
"3 Hollyville, Old Lucan Road, Palmerstown, Dublin 20",123 m²,,1 Bath,3 Bed,"€595,000 "
"17 The Terrace, Carrickmines Manor, Carrickmines, Dublin 18",140 m²,,2 Bath,4 Bed,"€535,000 "
"3 Island Villa, Grand Canal Street Lower, Dublin 2",48 m²,,2 Bath,2 Bed,"€265,000 "
"80 Shanard Road, Santry, Santry, Dublin 9",89 m²,,1 Bath,3 Bed,"€345,000 "
"Saint Aubyn`s House, Shanganagh Road, Killiney, Co. Dublin",383 m²,,2 Bath,5 Bed,"€2,250,000 "
"33 Milford, Malahide, Co. Dublin",129 m²,,3 Bath,4 Bed,"€710,000 "
"38 Parkview, Malahide, Co. Dublin",90 m²,,2 Bath,2 Bed,"€395,000 "
"92 Wood Avens, Clondalkin, Clondalkin, Dublin 22",85 m²,,1 Bath,3 Bed,"€265,000 1 ONLINE OFFER"
"36 The View, Larch Hill, Santry, Dublin 9",,,1 Bath,2 Bed,"€249,950 "
"12 Rutland Cottages, Dublin 1",,,1 Bath,2 Bed,"€239,950 "
"57 Jamestown Avenue, Inchicore, Inchicore, Dublin 8",,,1 Bath,2 Bed,"€374,950 "
"The Castle, Claremont Road, Foxrock, Dublin 18",418 m²,,5 Bath,5 Bed,"€3,500,000 "
"Apartment 19, Lapwing, Booterstown, Co. Dublin",,,2 Bath,2 Bed,"€389,950 "
"c. 92.16 Acres, Blackchurch, Naas Road (Castlewarden Interchange), Naas, Co. Kildare",92.16 ac,,,,"€3,225,000 "
"15 Linnetfields Walk, Clonee, Dublin 15",86 m²,,3 Bath,3 Bed,"€350,000 "
"Sites At Man O War, Malheney, Skerries, Co. Dublin",0.5 ac,,,,"€160,000 "
"107 Bantry Square, Blanchardstown, Dublin 15",,,1 Bath,1 Bed,"€249,950 "
"2 Temple Villas, Palmerston Road, Rathmines, Dublin 6",274 m²,,3 Bath,5 Bed,"€3,350,000 "
"25 Ballintyre Square, Ballinteer, Dublin 16",,,2 Bath,3 Bed,"€445,000 "
"46 Latchford Square, Clonee, Dublin 15",,,3 Bath,3 Bed,"€330,000 "
"Kremasti, 12 Beech Court, Killiney, Co. Dublin",260 m²,,4 Bath,5 Bed,"€1,225,000 "
"Apartment 14, House 1 Linden Square, Grove Avenue, Blackrock, Co. Dublin",90 m²,,2 Bath,2 Bed,"€465,000 "
"4 Roebuck Lawn, Clonskeagh, Clonskeagh, Dublin 14",140 m²,,3 Bath,5 Bed,"€795,000 "
"13 Ardilaun Square, Ballybough, Dublin 3",60 m²,,1 Bath,3 Bed,"€275,000 "
"26 Ellensborough Grange, Kiltipper, Tallaght, Dublin 24",,,3 Bath,3 Bed,"€359,950 "
"99 Rosehill, Upper Carysfort Avenue, Blackrock, Co. Dublin",158 m²,,2 Bath,4 Bed,"€1,000,000 "
"109 Marlborough Road, Donnybrook, Donnybrook, Dublin 4",202 m²,,6 Bath,7 Bed,"€1,350,000 "
"3 Le Bas Mews, Effra Road, Rathmines, Dublin 6",104 m²,,3 Bath,3 Bed,"€825,000 "
"4 Oldcourt Cottages, Tallaght, Tallaght, Dublin 24",97 m²,,1 Bath,3 Bed,"€500,000 OFFER ACCEPTED"
"6 Rookstown, Thormanby Road, Howth, Dublin 13",229 m²,,3 Bath,4 Bed,"€1,100,000 "
"8 The Oaks, Stradbrook Hill, Blackrock, Co. Dublin",40 m²,,1 Bath,1 Bed,"€285,000 "
"Apartment 62, Hampton Wood Road, Finglas, Dublin 11",43 m²,,1 Bath,1 Bed,"€170,000 "
"5 Castlegrange Gardens, Clonee, Clonee, Dublin 15",,,2 Bath,2 Bed,"€245,000 "
"10 Charleston Avenue, Ranelagh, Ranelagh, Dublin 6",169 m²,,3 Bath,3 Bed,"€1,100,000 "
"Apartment 39, Salthill, Monkstown, Co. Dublin",100 m²,,3 Bath,3 Bed,"€705,000 "
"Apartment 8, The Mills, Old Navan Road, Castleknock, Dublin 15",,,1 Bath,2 Bed,"€300,000 ONLINE OFFERS"
"12 Riverwood Grove, Carpenterstown Road, Castleknock, Dublin 15",97 m²,,3 Bath,3 Bed,"€455,000 "
"44 Diswellstown Manor, Castleknock, Dublin 15",130 m²,,3 Bath,4 Bed,"€745,000 "
"7a Spencer Street South, South Circular Road, Dublin 8",41 m²,,1 Bath,1 Bed,"€375,000 "
"26 Heytesbury Street Portobello Dublin 8, Portobello, Dublin 8",125 m²,,2 Bath,3 Bed,"€1,150,000 "
"Wheatfield, Great Common, Lusk, Co. Dublin",171 m²,,3 Bath,4 Bed,"€735,000 "
"Saint Aubyn`s Gate Lodge, Shanganagh Road, Killiney, Co. Dublin",69 m²,,1 Bath,2 Bed,"€595,000 "
"Alen Hall, Tallaght Dublin 24, Tallaght, Dublin 24",,,2 Bath,2 Bed,"€249,000 "
"219 219 Ballyboden Road, Rathfarnham, Dublin 14",,,2 Bath,3 Bed,"€425,000 "
"29 Berwick Hall Whitehall Road Churchtown Dublin 14, Churchtown, Dublin 14",80 m²,,2 Bath,3 Bed,"€575,000 "
"102 Wilfield Road, Sandymount, Dublin 4",121 m²,,2 Bath,4 Bed,"€1,095,000 "
"1 Ashfield Park, Stillorgan Road, Booterstown, Co. Dublin",124 m²,,2 Bath,4 Bed,"€950,000 "
"5 Ormeau Street, Ringsend, Dublin 4",52 m²,,1 Bath,2 Bed,"€375,000 "
"81 Harold's Cross Road, Harold's Cross, Dublin 6",160 m²,,,5 Bed,"€675,000 "
"79 The Fairways, Seabrook Manor, Portmarnock, Co. Dublin",80 m²,,2 Bath,2 Bed,"€355,000 "
"15 The Close, Beaumont Woods, Beaumont, Dublin 9",89 m²,,3 Bath,3 Bed,"€475,000 "
"7 Claremont Court, Claremont Road, Sandymount, Dublin 4",45 m²,,,1 Bed,"€325,000 "
"125 Red Arches Road, Baldoyle, Dublin 13",,,3 Bath,2 Bed,"€399,950 "
"Low Wood, Killeek, Swords, Co. Dublin",245 m²,,4 Bath,5 Bed,"€850,000 "
"The Forge, Killeek, Swords, Co. Dublin",192 m²,,4 Bath,4 Bed,"€700,000 "
"20 Maolbuille Road, Glasnevin, Dublin 11",87 m²,,1 Bath,3 Bed,"€420,000 "
"96 Hazelbury Green, Clonee, Clonee, Dublin 15",105 m²,,4 Bath,3 Bed,"€400,000 "
"1 Brookhaven Drive, Blanchardstown, Dublin 15",95 m²,,1 Bath,3 Bed,"€385,000 "
"42 Church Street, Skerries, Co. Dublin",123 m²,,3 Bath,3 Bed,"€638,000 "
"Grallagh, Garristown, Co. Dublin",383 m²,,6 Bath,5 Bed,"€1,250,000 "
"51 Fairways, Rathfarnham, Rathfarnham, Dublin 14",140 m²,,2 Bath,4 Bed,"€695,000 "
"8 Somerton, Castleknock Golf Club, Castleknock, Dublin 15",283 m²,,5 Bath,5 Bed,"€1,595,000 "
"Apartment 56, Joyce House, Viking Harbour Apartments, Dublin 8",49 m²,,1 Bath,2 Bed,"€275,000 "
"Apartment 5, Rockabill, Skerries, Co. Dublin",,,2 Bath,2 Bed,"€530,000 "
"Langdale, 36 Silchester Road, Glenageary, Co. Dublin",355 m²,,3 Bath,5 Bed,"€3,000,000 "
"221 Clontarf Road, Clontarf, Dublin 3",98 m²,,1 Bath,3 Bed,"€595,000 "
"122 The Crescent Building, Park West, Dublin 12",91 m²,,2 Bath,2 Bed,"€239,950 "
"1 The Recorders, Whitehall Road, Terenure, Dublin 12",140 m²,,3 Bath,4 Bed,"€625,000 "
"Apartment 9, Synod Place, Lusk, Co. Dublin",74 m²,,2 Bath,2 Bed,"€252,500 "
"Cathleens, Cathleens, 45 Northumberland Avenue, Dun Laoghaire, Co. Dublin",252 m²,,3 Bath,5 Bed,"€1,050,000 "
"68 Aughrim Street, Stoneybatter, Dublin 7",160 m²,,2 Bath,3 Bed,"€700,000 "
"Apartment 18, The Cedar, Parkview, Belarmine, Stepaside, Dublin 18",93 m²,,2 Bath,2 Bed,"€349,950 "
"16 Bramblefield Crescent, Clonee, Clonee, Dublin 15",92 m²,,3 Bath,3 Bed,"€365,000 "
"42 Radcliff Hall, Saint John's Road, Sandymount, Dublin 4",122 m²,,4 Bath,3 Bed,"€775,000 "
"56 Offaly Road, Cabra, Dublin 7",83 m²,,1 Bath,3 Bed,"€350,000 "
"13 Foxrock Crescent, Foxrock, Dublin 18",120 m²,,3 Bath,3 Bed,"€675,000 "
"Censure House, Ceanchor Road, Howth, Dublin 13",1365 m²,,7 Bath,7 Bed,"€12,500,000 "
"Hazeldean House, Hazelhatch, Celbridge, Co. Kildare",465 m²,,5 Bath,5 Bed,"€1,450,000 "
"8 Lanesborough Court, Finglas, Dublin 11",119 m²,,3 Bath,3 Bed,"€320,000 "
"11 Downpatrick Road, Crumlin, Crumlin, Dublin 12",66 m²,,2 Bath,2 Bed,"€320,000 "
"9 Rathsallagh Ave, shankill, Shankill, Dublin 18",,,2 Bath,4 Bed,"€449,950 "
"2 Meadow Way, Hartstown, Clonsilla, Dublin 15",,,2 Bath,3 Bed,"€299,950 "
"65 Grand Canal View, Kilmainham, Dublin 8",35 m²,,1 Bath,1 Bed,"€160,000 "
"Parkville Sorrento Road Dalkey, Dalkey, Co. Dublin",159 m²,,4 Bath,4 Bed,"€1,195,000 "
"7 St. Marys Avenue North Mountjoy Street Dublin 7, Dublin 7",95 m²,,2 Bath,3 Bed,"€375,000 "
"111 Carysfort Park Blackrock, Blackrock, Co. Dublin",84 m²,,2 Bath,2 Bed,"€550,000 "
"2 Home Villas Donnybrook Dublin 4, Donnybrook, Dublin 4",79 m²,,2 Bath,3 Bed,"€695,000 "
"Windy Nook Westminster Road Foxrock Dublin 18, Foxrock, Dublin 18",225 m²,,2 Bath,4 Bed,"€3,500,000 "
"6 Annamoe Road, Donard Terrace, Cabra, Dublin 7",166 m²,,,3 Bed,"€774,950 "
"12 Sundrive Park, Crumlin, Dublin 12",83 m²,,1 Bath,3 Bed,"€469,000 "
"32 Milford, Malahide, Co. Dublin",131 m²,,2 Bath,4 Bed,"€750,000 "
"44 Ticknock Park, Sandyford, Sandyford, Dublin 18",149 m²,,2 Bath,3 Bed,"€525,000 "
"1 Newbrook Avenue, Donaghmede, Donaghmede, Dublin 13",109 m²,,1 Bath,3 Bed,"€377,750 "
"55 Clanmahon Road, Donnycarney, Donnycarney, Dublin 3",97 m²,,2 Bath,3 Bed,"€395,000 "
"Apartment 57, Ivy Exchange, Dublin 1",45 m²,,1 Bath,1 Bed,"€275,000 "
"16 Richmond Estate, Fairview, Fairview, Dublin 3",116 m²,,2 Bath,3 Bed,"€495,000 "
"19 Mayeston Rise, Saint Margaret's Road, Finglas, Dublin 11",64 m²,,2 Bath,2 Bed,"€289,000 "
"New Lodge, Ballymadrough, Donabate, Co. Dublin",190 m²,,2 Bath,5 Bed,"€950,000 "
"29 Balally Grove, Dundrum, Dublin 16",109 m²,,1 Bath,3 Bed,"€595,000 "
"31 St. Enda's Road, Terenure, Dublin 6",65 m²,,1 Bath,2 Bed,"€425,000 "
"14 Gleann Ribh, Lusk, Co. Dublin",68 m²,,2 Bath,2 Bed,"€225,000 "
"92 The Thatch Road, Whitehall, Whitehall, Dublin 9",100 m²,,2 Bath,2 Bed,"€360,000 "
"55 Stewart Hall, Ryder's Row, Dublin 1",62 m²,,2 Bath,2 Bed,"€380,000 "
"4 Synnott Place, Dublin 7",153 m²,,1 Bath,4 Bed,"€640,000 "
"15 Connawood Way, Old Connawood, Bray, Co. Wicklow",114 m²,,2 Bath,3 Bed,"€525,000 "
"Apartment 46, The Cedar, Parkview, Stepaside, Dublin 18",81 m²,,2 Bath,2 Bed,"€339,950 "
"11 Ballygossan Park, Skerries, Co. Dublin",149 m²,,3 Bath,3 Bed,"€575,000 "
"2 Cuala Road, Cabra, Cabra, Dublin 7",,,2 Bath,2 Bed,"€325,000 "
"Apartment 3, Saint Joseph's Crescent, Clonsilla, Dublin 15",,,1 Bath,2 Bed,"€269,950 "
"301 Nutgrove Avenue Churchtown Dublin 14, Churchtown, Dublin 14",121 m²,,2 Bath,4 Bed,"€495,000 "
"64 South Lotts Road, Ringsend, Ringsend, Dublin 4",96 m²,,1 Bath,4 Bed,"€525,000 "
"21 Anglesea House,  Court, Ballsbridge, Co. Dublin",64 m²,,1 Bath,2 Bed,"€375,000 "
"12 Northlands, Rathmichael Park, Shankill, Dublin 18",58 m²,,1 Bath,2 Bed,"€370,000 "
"109 Millrace Road, The Phoenix Park Racecourse, Castleknock, Dublin 15",81 m²,,2 Bath,2 Bed,"€375,000 "
"39 Marlfield Close, Kiltipper, Tallaght, Dublin 24",55 m²,,1 Bath,1 Bed,"€180,000 "
"12 Clonmore Court, Glasnevin, Dublin 9",46 m²,,1 Bath,1 Bed,"€259,000 "
"12 The Court, High Park, Drumcondra, Dublin 3",70 m²,,1 Bath,2 Bed,"€370,000 "
"6 Myrtle Park, Dun Laoghaire, Co. Dublin",198 m²,,3 Bath,4 Bed,"€1,200,000 "
"Site At, Knightstown, Ballyboughal, Co. Dublin",,,,,"€65,000 "
"16 Eglinton Square, Donnybrook, Dublin 4",144 m²,,2 Bath,4 Bed,"€795,000 "
"8 Clare Road, Drumcondra, Drumcondra, Dublin 3",115 m²,,3 Bath,3 Bed,"€875,000 "
"19A Glen Ellan Walk, Swords, Co. Dublin",125 m²,,3 Bath,4 Bed,"€500,000 "
"15 Kingsland Park Avenue, Portobello, Dublin 8",67 m²,,1 Bath,2 Bed,"€545,000 "
"Beresford, Turvey Avenue, Donabate, Co. Dublin",,,,,"New ""A"" rated homes "
"59 Chapel Farm Road, Lusk, Co. Dublin",103 m²,,2 Bath,2 Bed,"€315,000 "
"18 Linnetfields Rise, Castaheany, Clonee, Dublin 15",,,3 Bath,3 Bed,"€335,000 "
"1 Drummartin Crescent, Goatstown, Dublin 14",124 m²,,2 Bath,3 Bed,"€695,000 "
"3 Melville Green, Finglas, Finglas, Dublin 11",,,3 Bath,4 Bed,"€289,950 "
"46 Tolka Road, Drumcondra, Dublin 3",,,1 Bath,3 Bed,"€300,000 "
"21 Derrynane Gardens, Bath Avenue, Sandymount, Dublin 4",97 m²,,1 Bath,3 Bed,"€695,000 "
"14 Oak Drive, Royal Oak, Santry, Dublin 9",81 m²,,1 Bath,3 Bed,"€375,000 "
"27 Drynam Crescent, Drynam Hall, Swords, Co. Dublin",139 m²,,3 Bath,4 Bed,"€420,000 "
"24 Maple Hall, Clay Farm, Leopardstown, Dublin 18",,,2 Bath,2 Bed,"€495,000 "
"34 Alen Hall, Tallaght, Dublin 24",69 m²,,2 Bath,2 Bed,"€249,950 "
"17 Verschoyle Crescent, Citywest, Co. Dublin",74 m²,,1 Bath,3 Bed,"€349,950 "
"12 The Pines, French Park, Tyrrelstown, Dublin 15",,,2 Bath,2 Bed,"€199,950 "
"3 Seaview Terrace, Donnybrook, Dublin 4",470 m²,,4 Bath,5 Bed,"€3,250,000 "
"18 Lymewood Mews, Northwood, Santry, Dublin 9",76 m²,,2 Bath,2 Bed,"€280,000 "
"21 Westbourne Close, Clondalkin, Clondalkin, Dublin 22",85 m²,,1 Bath,3 Bed,"€295,000 "
"105 Upper Kilmacud Road, Stillorgan, Co. Dublin",128 m²,,1 Bath,3 Bed,"€595,000 "
"Kybe Cottage, 58 Strand Street, Skerries, Co. Dublin",156 m²,,2 Bath,4 Bed,"€800,000 "
"9 Turvey Villas, Donabate, Co. Dublin",68 m²,,1 Bath,2 Bed,"€270,000 "
"Silver Pines, Silver Pines, Dalkey Avenue, Dalkey, Co. Dublin",197 m²,,3 Bath,5 Bed,"€1,550,000 "
"47 Donnycarney Road, Donnycarney, Dublin 9",75 m²,,1 Bath,3 Bed,"€399,000 "
"14 Willbrook Lawn, Whitechurch Road, Rathfarnham, Dublin 14",121 m²,,2 Bath,4 Bed,"€725,000 "
"54 Broombridge Road, Cabra West, Cabra, Dublin 7",,,1 Bath,2 Bed,"€299,950 "
"22 The Pavilion Marine Road Dun Laoghaire, Dun Laoghaire, Co. Dublin",206 m²,,3 Bath,4 Bed,"€1,750,000 "
"St David's, 9 Marine Terrace, Dun Laoghaire, Co. Dublin",334 m²,,4 Bath,5 Bed,"€1,975,000 "
"23 Castleview, Artane, Dublin 5",102 m²,,1 Bath,3 Bed,"€350,000 "
"Apartment 22 Clonmore Court, Ballymun Road, Glasnevin, Dublin 9",61 m²,,1 Bath,2 Bed,"€320,000 "
"21 O'Curry Road, South Circular Road, Dublin 8",82 m²,,1 Bath,3 Bed,"€475,000 "
"157 Saint John's Crescent, Clondalkin, Clondalkin, Dublin 22",60 m²,,1 Bath,2 Bed,"€270,000 "
"22 Rockfield Avenue, Perrystown, Perrystown, Dublin 12",115 m²,,2 Bath,3 Bed,"€550,000 ONLINE OFFERS"
"42 Saint John's Wood, Clondalkin, Clondalkin, Dublin 22",93 m²,,1 Bath,3 Bed,"€365,000 "
"Apartment 123, Forbes Quay Apartments, Grand Canal Dock, Dublin 2",87 m²,,2 Bath,3 Bed,"€850,000 "
"29 Verbena Avenue, Sutton, Sutton, Dublin 13",,,1 Bath,3 Bed,"€489,950 "
"Flat 1, 21 Belvedere Road, Dublin 1",172 m²,,6 Bath,6 Bed,"€750,000 "
"Ashurst, Military Road, Killiney, Co. Dublin",1018 m²,,5 Bath,7 Bed,"€12,000,000 "
"9 Kennington Lawn, Templeogue, Dublin 6W",127 m²,,2 Bath,4 Bed,"€595,000 "
"92 Wainsfort Road, Terenure, Dublin 6W",155 m²,,3 Bath,4 Bed,"€650,000 "
"49 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",197 m²,,3 Bath,3 Bed,"€1,250,000 "
"8 The Haven, Thomas Hand Street, Skerries, Co. Dublin",,,1 Bath,2 Bed,"€380,000 "
"13 Eglinton Terrace Donnybrook Dublin 4, Donnybrook, Dublin 4",157 m²,,2 Bath,3 Bed,"€995,000 "
"Tayanglet, Brennanstown Road, Carrickmines, Dublin 18",600 m²,,8 Bath,6 Bed,"€2,750,000 "
"41 Chapel Farm Drive, Lusk, Co. Dublin",104 m²,,3 Bath,3 Bed,"€319,000 "
"28 St Johns Road, Sandymount, Dublin 4",302 m²,,3 Bath,5 Bed,"€2,750,000 "
"Apartment 85, Block D, Cedar Square, Swords, Co. Dublin",72 m²,,2 Bath,2 Bed,"AMV: €265,000 "
"23 South Strand, Skerries, Co. Dublin",78 m²,,1 Bath,3 Bed,"€495,000 "
"16 Brecan Close, Balbriggan, Co. Dublin",,,1 Bath,2 Bed,"€239,000 "
"21 Dun An Oir, Old Bawn Road, Tallaght, Dublin 24",110 m²,,2 Bath,3 Bed,"€435,000 "
"Seacrest House, Rogerstown, Rush, Co. Dublin",346 m²,,3 Bath,4 Bed,"€995,000 "
"1 New Road Cottages, New Road, Clondalkin, Dublin 22",40 m²,,1 Bath,1 Bed,"€235,000 "
"111 Fairview Close, Richmond Avenue, Fairview, Dublin 3",72 m²,,2 Bath,2 Bed,"€325,000 "
"Apartment A7, Isolde's Tower, Dublin 8",66 m²,,1 Bath,2 Bed,"€355,000 "
"383 North Circular Road, Dublin 7",,,1 Bath,4 Bed,"€400,000 "
"Oakley Manor, 46 Oakley Road, Ranelagh, Dublin 6",250 m²,,2 Bath,5 Bed,"€2,200,000 "
"73 Ramleh Park, Milltown, Milltown, Dublin 6",145 m²,,3 Bath,5 Bed,"€1,100,000 "
"43 Ferndale Avenue, Glasnevin, Glasnevin, Dublin 11",103 m²,,1 Bath,3 Bed,"€420,000 "
"26 Craoibhin Park, Balbriggan, Co. Dublin",75 m²,,1 Bath,2 Bed,"€279,500 "
